10841372	Duration Power/久量	18656.36	3
10022110	天猫精灵	18515.88	2
10492497	大宝	18481.28	13
10723741	青苹果	18370.24	1
10290533	NIANJEEP/吉普盾	17815.79	4
10540178	L'occitane/欧舒丹	17769	11
10768856	老管家	17705	11
10046866	Gap	17697.55	2
10421965	TIMAGE/彩棠	17135	1
10912149	Canbo/康宝	17117.1	1
10008627	Shell/壳牌	17112	3
10484837	ERAL/艾莱依	17050.8	2
10625308	三利	16773.9	2
10299062	MEIDU/美度	16726.04	3
10612684	Puma/彪马	16514.69	8
10702559	固本堂	16335	1
10551955	童泰	16166.36	3
10511406	ZA/早安	16026.4	1
10125240	DE RUCCI/慕思	15880.2	1
10769206	La Jourdin/娜娇婷	15701.64	2
5565036548	Rocking zoo/摇滚动物园	15392.2	7
10324281	Olay/玉兰油	15357.66	8
10480211	Michael Kors	15108	3
10917510	red earth/红地球	14904	2
10624267	Fila/斐乐	14526.08	5
10281852	NISSIN/日清	14449.86	3
10149781	山茶花	14314.7	3
10929800	斑布	14287.4	3
10288149	pure source food/天顺源	14116.6	5
10414179	Yadea/雅迪	13990	1
11030560	CORNINGWARE/康宁器皿	13731	2
11023331	仁和 人	13552	3
11031508	小黄鸭	13046.33	3
10943455	Hisense/海信（黑电）	13043	7
10229178	Dr.Yu/玉泽	12971.8	2
10846152	金运	12886.9	1
10859900	敷尔佳	12818	3
10649108	Motorola/摩托罗拉	12792	1
10263712	Donlim/东菱	12771	1
10124904	Green channel/绿色频道	12697.77	3
10507213	PEACEBIRD/太平鸟	12446	4
10994567	HUrma/惠妈	12427	2
10868037	喜之郎	12089.7	11
11028571	仁和匠心	12052.03	2
10859211	SHEDELLA/诗蒂娅	12042.8	2
10549939	摩飞电器	11912	9
10336575	Jimmi/九美子	11820.6	1
10212464	Little Freddie/小皮	11748.36	8
10067546	小吉星	11720.8	2
10839493	杞里香	11586.4	4
10335547	大众	11479.18	1
10828423	Sisley/希思黎	11406.19	4
10507599	MIGHTY/多力	11329.03	4
10366958	SASELOMO/三草两木	11252.92	6
11030761	忆香缘	11077.33	6
10840991	Gillette/吉列	11033	2
11027587	易爽达（YISHUANGDA）	10922.81	3
10335276	VENUS MARBLE	10800	1
11016710	KQTQK	10712.5	9
10193292	Dettol/滴露	10584.6	2
12661143	安耐晒（Anessa）	10499.3	2
10694003	RED DOUBLE HAPPINESS/红双喜	10400.97	2
10702415	UEK	9974	4
10067294	ORANOT/奥兰诺	9938.42	7
10518828	李子柒	9658.05	5
10411994	VidiVici	9651.8	3
10911427	Saint Angelo/报喜鸟	9369.4	4
12656627	AEKYUNG/露娜	9321	1
10036041	Mentholatum/曼秀雷敦	9130.52	3
10772835	毛戈平	9050	2
10697036	CLEAR/清扬	8931.59	15
10175782	其妙	8748.8	14
10775481	Filorga/菲洛嘉	8701	7
10961177	涵一	8417.5	1
